Pathway,Reactions,Substrates,Products
Microbial metabolism in diverse environments,rn:R01528,cpd:C00345,cpd:C00199
Microbial metabolism in diverse environments,rn:R01737,cpd:C00257,cpd:C00345
Microbial metabolism in diverse environments,rn:R08572,cpd:C00258,cpd:C00631
Microbial metabolism in diverse environments,rn:R01600,cpd:C00221,cpd:C01172
Microbial metabolism in diverse environments,rn:R01602,cpd:C00267,cpd:C00221
Microbial metabolism in diverse environments,rn:R02739,cpd:C00668,cpd:C01172
Microbial metabolism in diverse environments,rn:R01786,cpd:C00267,cpd:C00668
Microbial metabolism in diverse environments,rn:R00341,cpd:C00036,cpd:C00074
Microbial metabolism in diverse environments,rn:R00703,cpd:C00186,cpd:C00022
Microbial metabolism in diverse environments,rn:R00710,cpd:C00084,cpd:C00033
Microbial metabolism in diverse environments,rn:R00746,cpd:C00469,cpd:C00084
Microbial metabolism in diverse environments,rn:R00344,cpd:C00022,cpd:C00036
Microbial metabolism in diverse environments,rn:R05234,cpd:C06612,cpd:C16348
Microbial metabolism in diverse environments,rn:R05233,cpd:C06611,cpd:C06613
Microbial metabolism in diverse environments,rn:R06917,cpd:C14089,cpd:C14090
Microbial metabolism in diverse environments,rn:R08042,cpd:C16391,cpd:C16393
Microbial metabolism in diverse environments,rn:R08034,cpd:C16396,cpd:C16399
Microbial metabolism in diverse environments,rn:R08014,cpd:C16391,cpd:C16392
Microbial metabolism in diverse environments,rn:R01049,cpd:C00117,cpd:C00119
Microbial metabolism in diverse environments,rn:R00945,cpd:C00037,cpd:C00065
Microbial metabolism in diverse environments,rn:R01224,cpd:C00440,cpd:C00143
Microbial metabolism in diverse environments,rn:R09099,cpd:C00065,cpd:C04377
Microbial metabolism in diverse environments,rn:R00582,cpd:C01005,cpd:C00065
Microbial metabolism in diverse environments,rn:R04173,cpd:C01005,cpd:C03232
Microbial metabolism in diverse environments,rn:R01513,cpd:C00197,cpd:C03232
Microbial metabolism in diverse environments,rn:R00315,cpd:C00033,cpd:C00227
Microbial metabolism in diverse environments,rn:R00230,cpd:C00024,cpd:C00227
Microbial metabolism in diverse environments,rn:R06927,cpd:C02909,cpd:C14099
Microbial metabolism in diverse environments,rn:R00586,cpd:C00065,cpd:C00979
Microbial metabolism in diverse environments,rn:R00897,"cpd:C00283, cpd:C00979","cpd:C00033, cpd:C00097"
Microbial metabolism in diverse environments,rn:R00508,cpd:C00053,cpd:C00224
Microbial metabolism in diverse environments,rn:R00791,cpd:C00088,cpd:C00244
Microbial metabolism in diverse environments,rn:R00253,cpd:C00014,cpd:C00064
Microbial metabolism in diverse environments,rn:R00783,cpd:C00533,cpd:C00088
Microbial metabolism in diverse environments,rn:R00294,cpd:C00533,cpd:C00887
Microbial metabolism in diverse environments,rn:R01466,cpd:C01102,cpd:C00188
Microbial metabolism in diverse environments,rn:R01771,cpd:C00263,cpd:C01102
Microbial metabolism in diverse environments,rn:R01773,cpd:C00263,cpd:C00441
Microbial metabolism in diverse environments,rn:R02291,cpd:C00441,cpd:C03082
Microbial metabolism in diverse environments,rn:R00480,cpd:C00049,cpd:C03082
Microbial metabolism in diverse environments,rn:R10147,cpd:C00441,cpd:C20258
Microbial metabolism in diverse environments,rn:R04198,cpd:C03972,cpd:C20258
Microbial metabolism in diverse environments,rn:R04365,cpd:C03972,cpd:C04462
Microbial metabolism in diverse environments,rn:R04475,cpd:C04421,cpd:C04462
Microbial metabolism in diverse environments,rn:R02734,cpd:C04421,cpd:C00666
Microbial metabolism in diverse environments,rn:R02735,cpd:C00666,cpd:C00680
Microbial metabolism in diverse environments,rn:R00451,cpd:C00680,cpd:C00047
Microbial metabolism in diverse environments,rn:R01421,cpd:C06206,cpd:C00180
Microbial metabolism in diverse environments,rn:R00713,cpd:C00232,cpd:C00042
Microbial metabolism in diverse environments,rn:R01829,cpd:C00447,"cpd:C00279, cpd:C00111"
Microbial metabolism in diverse environments,rn:R00345,cpd:C00036,"cpd:C00011, cpd:C00074"
Microbial metabolism in diverse environments,rn:R00833,cpd:C01213,cpd:C00091
Microbial metabolism in diverse environments,rn:R02765,cpd:C01213,cpd:C00683
Microbial metabolism in diverse environments,rn:R01859,cpd:C00100,cpd:C00683
Microbial metabolism in diverse environments,rn:R00742,cpd:C00024,cpd:C00083
Microbial metabolism in diverse environments,rn:R00943,"cpd:C00101, cpd:C00058",cpd:C00234
Microbial metabolism in diverse environments,rn:R01220,cpd:C00143,cpd:C00445
Microbial metabolism in diverse environments,rn:R01655,cpd:C00445,cpd:C00234
Microbial metabolism in diverse environments,rn:R09979,cpd:C18026,cpd:C20238
Microbial metabolism in diverse environments,rn:R07671,cpd:C00072,cpd:C16186
Microbial metabolism in diverse environments,rn:R09030,cpd:C02962,cpd:C18096
Microbial metabolism in diverse environments,rn:R01931,cpd:C00320,cpd:C00094
Microbial metabolism in diverse environments,rn:R02568,cpd:C01094,cpd:C00111
Microbial metabolism in diverse environments,rn:R05578,cpd:C00025,cpd:C02987
Microbial metabolism in diverse environments,rn:R04109,cpd:C02987,cpd:C03741
Microbial metabolism in diverse environments,rn:R02272,cpd:C03741,cpd:C00430
Microbial metabolism in diverse environments,rn:R00036,cpd:C00430,cpd:C00931
Microbial metabolism in diverse environments,rn:R00084,cpd:C00931,cpd:C01024
Microbial metabolism in diverse environments,rn:R03165,cpd:C01024,cpd:C01051
Microbial metabolism in diverse environments,rn:R03194,cpd:C01051,cpd:C02463
Microbial metabolism in diverse environments,rn:R00243,cpd:C00025,cpd:C00026
Microbial metabolism in diverse environments,rn:R02401,cpd:C03273,cpd:C00489
Carbon metabolism,rn:R01518,cpd:C00631,cpd:C00197
Carbon metabolism,rn:R01512,cpd:C00197,cpd:C00236
Carbon metabolism,rn:R01061,cpd:C00118,cpd:C00236
Carbon metabolism,rn:R01068,cpd:C00354,"cpd:C00118, cpd:C00111"
Carbon metabolism,rn:R00762,cpd:C00354,cpd:C00085
Carbon metabolism,rn:R01067,"cpd:C00118, cpd:C00085","cpd:C00231, cpd:C00279"
Carbon metabolism,rn:R01829,"cpd:C00111, cpd:C00279",cpd:C00447
Carbon metabolism,rn:R01641,"cpd:C00118, cpd:C05382","cpd:C00231, cpd:C00117"
Carbon metabolism,rn:R01529,cpd:C00199,cpd:C00231
Carbon metabolism,rn:R00756,cpd:C00085,cpd:C00354
Carbon metabolism,rn:R01786,cpd:C00267 cpd:C00221,cpd:C00668 cpd:C01172
Carbon metabolism,rn:R13199,cpd:C00668 cpd:C01172,cpd:C00085
Carbon metabolism,rn:R02736,cpd:C00668 cpd:C01172,cpd:C01236
Carbon metabolism,rn:R02035,cpd:C01236,cpd:C00345
Carbon metabolism,rn:R01528,cpd:C00345,cpd:C00199
Carbon metabolism,rn:R01056,cpd:C00117,cpd:C00199
Carbon metabolism,rn:R01015,cpd:C00118,cpd:C00111
Carbon metabolism,rn:R08575,"cpd:C00118, cpd:C05382","cpd:C00279, cpd:C00085"
Carbon metabolism,rn:R00658,cpd:C00631,cpd:C00074
Carbon metabolism,rn:R00200,cpd:C00074,cpd:C00022
Carbon metabolism,rn:R00209,cpd:C00022,cpd:C00024
Carbon metabolism,rn:R00345,cpd:C00074,cpd:C00036
Carbon metabolism,rn:R00351,cpd:C00158,"cpd:C00036, cpd:C00024"
Carbon metabolism,rn:R00342,cpd:C00149,cpd:C00036
Carbon metabolism,rn:R01082,cpd:C00149,cpd:C00122
Carbon metabolism,rn:R02164,cpd:C00042,cpd:C00122
Carbon metabolism,rn:R00405,cpd:C00042,cpd:C00091
Carbon metabolism,rn:R00267,cpd:C00311,cpd:C00026
Carbon metabolism,rn:R01859,cpd:C00100,cpd:C00683
Carbon metabolism,rn:R02765,cpd:C00683,cpd:C01213
Carbon metabolism,rn:R00833,cpd:C01213,cpd:C00091
