Pathway,Reactions,Substrates,Products
Biosynthesis of secondary metabolites,rn:R04001,cpd:C04411,cpd:C02631
Biosynthesis of secondary metabolites,rn:R04426,cpd:C04411,cpd:C04236
Biosynthesis of secondary metabolites,rn:R01088,cpd:C00123,cpd:C00233
Biosynthesis of secondary metabolites,rn:R00220,cpd:C00065,cpd:C00022
Biosynthesis of secondary metabolites,rn:R00945,cpd:C00037,cpd:C00065
Biosynthesis of secondary metabolites,rn:R00751,cpd:C00188,cpd:C00037
Biosynthesis of secondary metabolites,rn:R00996,cpd:C00188,cpd:C00109
Biosynthesis of secondary metabolites,rn:R08648,cpd:C00109,cpd:C06006
Biosynthesis of secondary metabolites,rn:R05069,cpd:C06006,cpd:C14463
Biosynthesis of secondary metabolites,rn:R05068,cpd:C06007,cpd:C14463
Biosynthesis of secondary metabolites,rn:R05070,cpd:C06007,cpd:C00671
Biosynthesis of secondary metabolites,rn:R02196,cpd:C00407,cpd:C00671
Biosynthesis of secondary metabolites,rn:R00177,cpd:C00019,cpd:C00073
Biosynthesis of secondary metabolites,rn:R06447,cpd:C00448,cpd:C04574
Biosynthesis of secondary metabolites,rn:R01071,cpd:C02739,cpd:C00119
Biosynthesis of secondary metabolites,rn:R04035,cpd:C02739,cpd:C02741
Biosynthesis of secondary metabolites,rn:R04037,cpd:C02741,cpd:C04896
Biosynthesis of secondary metabolites,rn:R04640,cpd:C04896,cpd:C04916
Biosynthesis of secondary metabolites,rn:R04558,cpd:C04916,cpd:C04666
Biosynthesis of secondary metabolites,rn:R03457,cpd:C04666,cpd:C01267
Biosynthesis of secondary metabolites,rn:R03243,cpd:C01100,cpd:C01267
Biosynthesis of secondary metabolites,rn:R03012,cpd:C00860,cpd:C01929
Biosynthesis of secondary metabolites,rn:R01163,cpd:C01929,cpd:C00135
Biosynthesis of secondary metabolites,rn:R00489,cpd:C00049,cpd:C00099
Biosynthesis of secondary metabolites,rn:R02473,"cpd:C00522, cpd:C00099",cpd:C00864
Biosynthesis of secondary metabolites,rn:R01226,cpd:C00141,cpd:C00966
Biosynthesis of secondary metabolites,rn:R02472,cpd:C00522,cpd:C00966
Biosynthesis of secondary metabolites,rn:R09247,cpd:C00448,cpd:C04216
Biosynthesis of secondary metabolites,rn:R00742,cpd:C00024,cpd:C00083
Biosynthesis of secondary metabolites,rn:R01213,cpd:C02504,"cpd:C00141, cpd:C00024"
Biosynthesis of secondary metabolites,rn:R04364,cpd:C03972,cpd:C05539
Biosynthesis of secondary metabolites,rn:R04467,cpd:C04390,cpd:C05539
Biosynthesis of secondary metabolites,rn:R01334,cpd:C00988,cpd:C00160
Biosynthesis of secondary metabolites,rn:R00009,cpd:C00027,cpd:C00007
Biosynthesis of secondary metabolites,rn:R01392,cpd:C00258,cpd:C00168
Biosynthesis of secondary metabolites,rn:R01221,cpd:C00037,cpd:C00014
Biosynthesis of secondary metabolites,rn:R10147,cpd:C00441,cpd:C20258
Biosynthesis of secondary metabolites,rn:R02003,"cpd:C00341, cpd:C00129",cpd:C00448
Biosynthesis of secondary metabolites,rn:R02061,"cpd:C00129, cpd:C00448",cpd:C00353
Biosynthesis of secondary metabolites,rn:R01658,"cpd:C00129, cpd:C00235",cpd:C00341
Biosynthesis of secondary metabolites,rn:R07411,cpd:C00032,cpd:C15672
Biosynthesis of secondary metabolites,rn:R00842,cpd:C00093,cpd:C00111
Biosynthesis of secondary metabolites,rn:R01797,cpd:C00416,cpd:C00269
Biosynthesis of secondary metabolites,rn:R02052,cpd:C00350,cpd:C00641
Biosynthesis of secondary metabolites,rn:R02239,cpd:C00641,cpd:C00416
Biosynthesis of secondary metabolites,rn:R01312,cpd:C00157,cpd:C00641
Biosynthesis of secondary metabolites,rn:R07891,cpd:C16331,cpd:C16330
Biosynthesis of secondary metabolites,rn:R07895,cpd:C16335,cpd:C16334
Biosynthesis of secondary metabolites,rn:R07899,cpd:C16339,cpd:C16338
Biosynthesis of secondary metabolites,rn:R01771,cpd:C00263,cpd:C01102
Biosynthesis of secondary metabolites,rn:R01466,cpd:C01102,cpd:C00188
Biosynthesis of secondary metabolites,rn:R00586,cpd:C00065,cpd:C00979
Biosynthesis of secondary metabolites,rn:R00897,cpd:C00979,cpd:C00097
Biosynthesis of secondary metabolites,rn:R00772,cpd:C00275,cpd:C00085
Biosynthesis of secondary metabolites,rn:R07281,cpd:C00199,cpd:C15556
Biosynthesis of secondary metabolites,rn:R00425,cpd:C00044,cpd:C01304
Biosynthesis of secondary metabolites,rn:R03459,cpd:C01304,cpd:C01268
Biosynthesis of secondary metabolites,rn:R03458,cpd:C04454,cpd:C01268
Biosynthesis of secondary metabolites,rn:R07280,cpd:C04454,cpd:C04732
Biosynthesis of secondary metabolites,rn:R04457,"cpd:C15556, cpd:C04732",cpd:C04332
Biosynthesis of secondary metabolites,rn:R00066,cpd:C04332,cpd:C00255
Biosynthesis of secondary metabolites,rn:R00549,cpd:C00255,cpd:C00061
Biosynthesis of secondary metabolites,rn:R00161,cpd:C00061,cpd:C00016
Biosynthesis of secondary metabolites,rn:R04178,cpd:C03263,cpd:C05770
Biosynthesis of secondary metabolites,rn:R11329,cpd:C21284,cpd:C05770
Biosynthesis of secondary metabolites,rn:R11522,cpd:C21284,cpd:C00032
Biosynthesis of secondary metabolites,rn:R04972,cpd:C05766,cpd:C05768
Biosynthesis of secondary metabolites,rn:R00851,cpd:C00093,cpd:C00681
Biosynthesis of secondary metabolites,rn:R02241,cpd:C00416,cpd:C00681
Biosynthesis of secondary metabolites,rn:R10468,cpd:C00032,cpd:C20666
Biosynthesis of secondary metabolites,rn:R08639,cpd:C00103,cpd:C00092
Biosynthesis of secondary metabolites,rn:R00299,cpd:C00092,cpd:C00031
Biosynthesis of secondary metabolites,rn:R00771,cpd:C00092,cpd:C00085
Biosynthesis of secondary metabolites,rn:R00801,cpd:C00089,cpd:C00095
Biosynthesis of secondary metabolites,rn:R00287,cpd:C00029,cpd:C00103
Biosynthesis of secondary metabolites,rn:R01187,cpd:C04006,cpd:C00137
Biosynthesis of secondary metabolites,rn:R00927,"cpd:C00100, cpd:C00024",cpd:C03344
Biosynthesis of secondary metabolites,rn:R06590,cpd:C12214,cpd:C12215
Biosynthesis of secondary metabolites,rn:R11671,cpd:C00083,cpd:C05223
Biosynthesis of secondary metabolites,rn:R12049,cpd:C02247,cpd:C21873
Biosynthesis of secondary metabolites,rn:R00582,cpd:C00065,cpd:C01005
Biosynthesis of secondary metabolites,rn:R11705,cpd:C01005,cpd:C21559
Biosynthesis of secondary metabolites,rn:R11655,cpd:C21559,cpd:C03401
Biosynthesis of secondary metabolites,rn:R12308,cpd:C03401,cpd:C22072
Biosynthesis of secondary metabolites,rn:R12309,cpd:C22072,cpd:C22073
Biosynthesis of secondary metabolites,rn:R12311,cpd:C22073,cpd:C22074
Biosynthesis of secondary metabolites,rn:R12312,cpd:C22074,cpd:C22075
Biosynthesis of secondary metabolites,rn:R00672,cpd:C00077,cpd:C00515
Biosynthesis of secondary metabolites,rn:R12353,cpd:C00515,cpd:C22101
Biosynthesis of secondary metabolites,rn:R12354,cpd:C22101,cpd:C22102
Biosynthesis of secondary metabolites,rn:R01513,cpd:C00197,cpd:C03232
Biosynthesis of secondary metabolites,rn:R08572,cpd:C00258,cpd:C00631
Biosynthesis of secondary metabolites,rn:R01001,cpd:C02291,cpd:C00097
Biosynthesis of secondary metabolites,rn:R01933,cpd:C00322,cpd:C00527
Biosynthesis of secondary metabolites,rn:R02488,cpd:C00527,cpd:C00877
Biosynthesis of secondary metabolites,rn:R00691,cpd:C00826,cpd:C00079
Biosynthesis of secondary metabolites,rn:R09793,cpd:C03428,cpd:C16144
Biosynthesis of secondary metabolites,rn:R07653,cpd:C16144,cpd:C16145
Biosynthesis of secondary metabolites,rn:R07654,cpd:C16145,cpd:C16146
Biosynthesis of secondary metabolites,rn:R07655,cpd:C16146,cpd:C16147
Biosynthesis of secondary metabolites,rn:R07656,cpd:C16147,cpd:C16148
Biosynthesis of secondary metabolites,rn:R09746,cpd:C16145,cpd:C19797
Biosynthesis of secondary metabolites,rn:R09671,cpd:C19797,cpd:C19798
Biosynthesis of secondary metabolites,rn:R11914,cpd:C19798,cpd:C21770
Biosynthesis of secondary metabolites,rn:R12699,cpd:C00623,cpd:C22340
Biosynthesis of secondary metabolites,rn:R12701,cpd:C22341,cpd:C22342
Biosynthesis of secondary metabolites,rn:R02170,cpd:C00395,cpd:C02954
Biosynthesis of secondary metabolites,rn:R02948,cpd:C06010,cpd:C00810
Biosynthesis of secondary metabolites,rn:R09078,cpd:C00741,cpd:C01769
Biosynthesis of secondary metabolites,rn:R03707,cpd:C03046,cpd:C01769
Biosynthesis of secondary metabolites,rn:R10505,cpd:C20657,cpd:C00810
Biosynthesis of secondary metabolites,rn:R00551,cpd:C00062,"cpd:C00077, cpd:C00086"
Biosynthesis of secondary metabolites,rn:R00150,cpd:C00014,cpd:C00169
Biosynthesis of secondary metabolites,rn:R00253,cpd:C00014,cpd:C00064
Biosynthesis of secondary metabolites,rn:R00575,cpd:C00064,cpd:C00169
Biosynthesis of secondary metabolites,rn:R01398,"cpd:C00077, cpd:C00169",cpd:C00327
Biosynthesis of secondary metabolites,rn:R01625,cpd:C03688,cpd:C00229
Biosynthesis of secondary metabolites,rn:R01626,"cpd:C00229, cpd:C00083",cpd:C01209
Microbial metabolism in diverse environments,rn:R01061,cpd:C00118,cpd:C00236
Microbial metabolism in diverse environments,rn:R01512,cpd:C00197,cpd:C00236
Microbial metabolism in diverse environments,rn:R01518,cpd:C00631,cpd:C00197
Microbial metabolism in diverse environments,rn:R00658,cpd:C00631,cpd:C00074
Microbial metabolism in diverse environments,rn:R00199,cpd:C00022,cpd:C00074
Microbial metabolism in diverse environments,rn:R00209,cpd:C00022,cpd:C00024
Microbial metabolism in diverse environments,rn:R00959,cpd:C00103,cpd:C00668
Microbial metabolism in diverse environments,rn:R13199,cpd:C00668,cpd:C00085
Microbial metabolism in diverse environments,rn:R00756,cpd:C00085,cpd:C00354
Microbial metabolism in diverse environments,rn:R01068,cpd:C00354,"cpd:C00118, cpd:C00111"
Microbial metabolism in diverse environments,rn:R01015,cpd:C00118,cpd:C00111
Microbial metabolism in diverse environments,rn:R01899,cpd:C00311,cpd:C05379
Microbial metabolism in diverse environments,rn:R00268,cpd:C05379,cpd:C00026
Microbial metabolism in diverse environments,rn:R00267,cpd:C00311,cpd:C00026
Microbial metabolism in diverse environments,rn:R08549,cpd:C00026,cpd:C00091
Microbial metabolism in diverse environments,rn:R00405,cpd:C00042,cpd:C00091
Microbial metabolism in diverse environments,rn:R00402,cpd:C00042,cpd:C00122
Microbial metabolism in diverse environments,rn:R01082,cpd:C00149,cpd:C00122
Microbial metabolism in diverse environments,rn:R00342,cpd:C00149,cpd:C00036
Microbial metabolism in diverse environments,rn:R01067,"cpd:C00118, cpd:C00085","cpd:C00279, cpd:C00231"
Microbial metabolism in diverse environments,rn:R08575,"cpd:C00118, cpd:C05382","cpd:C00085, cpd:C00279"
Microbial metabolism in diverse environments,rn:R01641,"cpd:C00118, cpd:C05382","cpd:C00117, cpd:C00231"
Microbial metabolism in diverse environments,rn:R01056,cpd:C00117,cpd:C00199
Microbial metabolism in diverse environments,rn:R01529,cpd:C00199,cpd:C00231
Microbial metabolism in diverse environments,rn:R02736,cpd:C01172,cpd:C01236
Microbial metabolism in diverse environments,rn:R02035,cpd:C01236,cpd:C00345
Microbial metabolism in diverse environments,rn:R01528,cpd:C00345,cpd:C00199
Microbial metabolism in diverse environments,rn:R01737,cpd:C00257,cpd:C00345
Microbial metabolism in diverse environments,rn:R08572,cpd:C00258,cpd:C00631
Microbial metabolism in diverse environments,rn:R01600,cpd:C00221,cpd:C01172
Microbial metabolism in diverse environments,rn:R01602,cpd:C00267,cpd:C00221
Microbial metabolism in diverse environments,rn:R02739,cpd:C00668,cpd:C01172
Microbial metabolism in diverse environments,rn:R01786,cpd:C00267,cpd:C00668
Microbial metabolism in diverse environments,rn:R00341,cpd:C00036,cpd:C00074
Microbial metabolism in diverse environments,rn:R00703,cpd:C00186,cpd:C00022
Microbial metabolism in diverse environments,rn:R00229,cpd:C00033,cpd:C00024
Microbial metabolism in diverse environments,rn:R00710,cpd:C00084,cpd:C00033
Microbial metabolism in diverse environments,rn:R00746,cpd:C00469,cpd:C00084
Microbial metabolism in diverse environments,rn:R00344,cpd:C00022,cpd:C00036
Microbial metabolism in diverse environments,rn:R00228,cpd:C00084,cpd:C00024
Microbial metabolism in diverse environments,rn:R00816,cpd:C00090,cpd:C00682
Microbial metabolism in diverse environments,rn:R00829,"cpd:C00091, cpd:C00024",cpd:C02232
Microbial metabolism in diverse environments,rn:R05305,cpd:C06714,cpd:C06715
Microbial metabolism in diverse environments,rn:R05586,cpd:C06715,cpd:C00527
Microbial metabolism in diverse environments,rn:R01975,cpd:C01144,cpd:C00332
Microbial metabolism in diverse environments,rn:R03966,cpd:C02501,cpd:C03453
Microbial metabolism in diverse environments,rn:R00465,cpd:C00160,cpd:C00048
Microbial metabolism in diverse environments,rn:R05238,cpd:C16348,cpd:C06615
Microbial metabolism in diverse environments,rn:R05234,cpd:C06612,cpd:C16348
Microbial metabolism in diverse environments,rn:R05237,cpd:C06613,cpd:C06614
Microbial metabolism in diverse environments,rn:R05233,cpd:C06611,cpd:C06613
Microbial metabolism in diverse environments,rn:R05295,cpd:C06730,cpd:C06760
Microbial metabolism in diverse environments,rn:R05389,cpd:C07478,cpd:C07479
Microbial metabolism in diverse environments,rn:R04089,cpd:C02923,cpd:C06210
Microbial metabolism in diverse environments,rn:R06917,cpd:C14089,cpd:C14090
Microbial metabolism in diverse environments,rn:R05506,cpd:C07118,cpd:C00512
Microbial metabolism in diverse environments,rn:R01049,cpd:C00117,cpd:C00119
Microbial metabolism in diverse environments,rn:R05404,cpd:C07085,cpd:C07087
Microbial metabolism in diverse environments,rn:R05508,cpd:C00827,cpd:C00186
Microbial metabolism in diverse environments,rn:R00945,cpd:C00037,cpd:C00065
Microbial metabolism in diverse environments,rn:R01224,cpd:C00440,cpd:C00143
Microbial metabolism in diverse environments,rn:R09099,cpd:C00065,cpd:C04377
Microbial metabolism in diverse environments,rn:R01513,cpd:C00197,cpd:C03232
Microbial metabolism in diverse environments,rn:R00315,cpd:C00033,cpd:C00227
Microbial metabolism in diverse environments,rn:R00230,cpd:C00024,cpd:C00227
Microbial metabolism in diverse environments,rn:R06927,cpd:C02909,cpd:C14099
Microbial metabolism in diverse environments,rn:R00586,cpd:C00065,cpd:C00979
Microbial metabolism in diverse environments,rn:R00897,"cpd:C00283, cpd:C00979","cpd:C00033, cpd:C00097"
Microbial metabolism in diverse environments,rn:R00858,cpd:C00283,cpd:C00094
Microbial metabolism in diverse environments,rn:R00508,cpd:C00053,cpd:C00224
Microbial metabolism in diverse environments,rn:R00791,cpd:C00088,cpd:C00244
Microbial metabolism in diverse environments,rn:R00787,cpd:C00014,cpd:C00088
Microbial metabolism in diverse environments,rn:R00253,cpd:C00014,cpd:C00064
Microbial metabolism in diverse environments,rn:R00021,cpd:C00025,cpd:C00064
Microbial metabolism in diverse environments,rn:R05286,cpd:C06754,cpd:C06755
Microbial metabolism in diverse environments,rn:R05406,cpd:C02375,cpd:C07089
Microbial metabolism in diverse environments,rn:R00751,cpd:C00188,cpd:C00037
Microbial metabolism in diverse environments,rn:R01466,cpd:C01102,cpd:C00188
Microbial metabolism in diverse environments,rn:R01771,cpd:C00263,cpd:C01102
Microbial metabolism in diverse environments,rn:R01773,cpd:C00263,cpd:C00441
Microbial metabolism in diverse environments,rn:R02291,cpd:C00441,cpd:C03082
Microbial metabolism in diverse environments,rn:R00480,cpd:C00049,cpd:C03082
Microbial metabolism in diverse environments,rn:R10147,cpd:C00441,cpd:C20258
Microbial metabolism in diverse environments,rn:R04198,cpd:C03972,cpd:C20258
Microbial metabolism in diverse environments,rn:R02734,cpd:C04421,cpd:C00666
Microbial metabolism in diverse environments,rn:R00451,cpd:C00680,cpd:C00047
Microbial metabolism in diverse environments,rn:R00131,cpd:C00086,"cpd:C00014, cpd:C00011"
Microbial metabolism in diverse environments,rn:R00149,cpd:C00169,"cpd:C00014, cpd:C00011"
Microbial metabolism in diverse environments,rn:R07795,cpd:C06336,cpd:C02501
Microbial metabolism in diverse environments,rn:R01421,cpd:C06206,cpd:C00180
Microbial metabolism in diverse environments,rn:R01829,cpd:C00447,"cpd:C00279, cpd:C00111"
Microbial metabolism in diverse environments,rn:R00742,cpd:C00024,cpd:C00083
Microbial metabolism in diverse environments,rn:R00943,"cpd:C00101, cpd:C00058",cpd:C00234
Microbial metabolism in diverse environments,rn:R01220,cpd:C00143,cpd:C00445
Microbial metabolism in diverse environments,rn:R01655,cpd:C00445,cpd:C00234
Microbial metabolism in diverse environments,rn:R00238,cpd:C00024,cpd:C00332
Microbial metabolism in diverse environments,rn:R07671,cpd:C00072,cpd:C16186
Microbial metabolism in diverse environments,rn:R05338,"cpd:C00067, cpd:C00199",cpd:C06019
Microbial metabolism in diverse environments,rn:R07177,cpd:C00320,cpd:C02084
Microbial metabolism in diverse environments,rn:R09796,cpd:C00256,cpd:C00546
Microbial metabolism in diverse environments,rn:R00704,cpd:C00256,cpd:C00022
Microbial metabolism in diverse environments,rn:R05339,cpd:C06019,cpd:C00085
Microbial metabolism in diverse environments,rn:R02568,cpd:C01094,cpd:C00111
