Pathway,Reactions,Substrates,Products
Biosynthesis of secondary metabolites,rn:R01073,cpd:C04302,cpd:C00108
Biosynthesis of secondary metabolites,rn:R03509,cpd:C04302,cpd:C01302
Biosynthesis of secondary metabolites,rn:R03508,cpd:C01302,cpd:C03506
Biosynthesis of secondary metabolites,rn:R02722,cpd:C03506,cpd:C00078
Biosynthesis of secondary metabolites,rn:R00674,cpd:C00463,cpd:C00078
Biosynthesis of secondary metabolites,rn:R02340,cpd:C03506,cpd:C00463
Biosynthesis of secondary metabolites,rn:R00355,cpd:C00049,cpd:C00036
Biosynthesis of secondary metabolites,rn:R01954,"cpd:C00327, cpd:C00049",cpd:C03406
Biosynthesis of secondary metabolites,rn:R01086,cpd:C03406,"cpd:C00062, cpd:C00122"
Biosynthesis of secondary metabolites,rn:R00480,cpd:C00049,cpd:C03082
Biosynthesis of secondary metabolites,rn:R02291,cpd:C00441,cpd:C03082
Biosynthesis of secondary metabolites,rn:R04198,cpd:C03972,cpd:C20258
Biosynthesis of secondary metabolites,rn:R02735,cpd:C00666,cpd:C00680
Biosynthesis of secondary metabolites,rn:R01978,cpd:C00356,"cpd:C00024, cpd:C00332"
Biosynthesis of secondary metabolites,rn:R02081,cpd:C00356,cpd:C00418
Biosynthesis of secondary metabolites,rn:R02245,cpd:C00418,cpd:C01107
Biosynthesis of secondary metabolites,rn:R03245,cpd:C01107,cpd:C01143
Biosynthesis of secondary metabolites,rn:R01121,cpd:C01143,cpd:C00129
Biosynthesis of secondary metabolites,rn:R05636,"cpd:C00022, cpd:C00118",cpd:C11437
Biosynthesis of secondary metabolites,rn:R01123,cpd:C00129,cpd:C00235
Biosynthesis of secondary metabolites,rn:R01072,cpd:C03090,cpd:C00119
Biosynthesis of secondary metabolites,rn:R04144,cpd:C03090,cpd:C03838
Biosynthesis of secondary metabolites,rn:R04325,cpd:C03838,cpd:C04376
Biosynthesis of secondary metabolites,rn:R04463,cpd:C04376,cpd:C04640
Biosynthesis of secondary metabolites,rn:R04208,cpd:C04640,cpd:C03373
Biosynthesis of secondary metabolites,rn:R07405,cpd:C15667,cpd:C04751
Biosynthesis of secondary metabolites,rn:R04591,cpd:C04751,cpd:C04823
Biosynthesis of secondary metabolites,rn:R04559,cpd:C04823,cpd:C04677
Biosynthesis of secondary metabolites,rn:R04560,cpd:C04677,cpd:C04734
Biosynthesis of secondary metabolites,rn:R01127,cpd:C00130,cpd:C04734
Biosynthesis of secondary metabolites,rn:R01130,cpd:C00130,cpd:C00655
Biosynthesis of secondary metabolites,rn:R02719,cpd:C00655,cpd:C01762
Biosynthesis of secondary metabolites,rn:R02143,cpd:C01762,cpd:C00385
Biosynthesis of secondary metabolites,rn:R02142,cpd:C00655,cpd:C00385
Biosynthesis of secondary metabolites,rn:R01773,cpd:C00263,cpd:C00441
Biosynthesis of secondary metabolites,rn:R01777,cpd:C00263,cpd:C01118
Biosynthesis of secondary metabolites,rn:R01286,cpd:C02291,cpd:C00155
Biosynthesis of secondary metabolites,rn:R00650,cpd:C00155,cpd:C00073
Biosynthesis of secondary metabolites,rn:R08620,cpd:C17210,cpd:C17212
Biosynthesis of secondary metabolites,rn:R08622,cpd:C17211,cpd:C17213
Biosynthesis of secondary metabolites,rn:R00451,cpd:C00680,cpd:C00047
Biosynthesis of secondary metabolites,rn:R00483,cpd:C00152,cpd:C00049
Biosynthesis of secondary metabolites,rn:R00122,cpd:C00020,cpd:C00008
Biosynthesis of secondary metabolites,rn:R01248,cpd:C00148,cpd:C03912
Biosynthesis of secondary metabolites,rn:R01122,cpd:C00235,cpd:C04432
Biosynthesis of secondary metabolites,rn:R02283,cpd:C00437,cpd:C01250
Biosynthesis of secondary metabolites,rn:R03443,cpd:C01250,cpd:C04133
Biosynthesis of secondary metabolites,rn:R02649,cpd:C00624,cpd:C04133
Biosynthesis of secondary metabolites,rn:R00259,cpd:C00025,cpd:C00624
Biosynthesis of secondary metabolites,rn:R05578,cpd:C00025,cpd:C02987
Biosynthesis of secondary metabolites,rn:R04109,cpd:C02987,cpd:C03741
Biosynthesis of secondary metabolites,rn:R02272,cpd:C00430,cpd:C03741
Biosynthesis of secondary metabolites,rn:R00036,cpd:C00430,cpd:C00931
Biosynthesis of secondary metabolites,rn:R00084,cpd:C00931,cpd:C01024
Biosynthesis of secondary metabolites,rn:R03165,cpd:C01024,cpd:C01051
Biosynthesis of secondary metabolites,rn:R03194,cpd:C01051,cpd:C02463
Biosynthesis of secondary metabolites,rn:R03947,cpd:C02463,cpd:C05778
Biosynthesis of secondary metabolites,rn:R00226,cpd:C06010,cpd:C00022
Biosynthesis of secondary metabolites,rn:R05071,cpd:C06010,cpd:C04181
Biosynthesis of secondary metabolites,rn:R04440,cpd:C04272,cpd:C04181
Biosynthesis of secondary metabolites,rn:R04441,cpd:C04272,cpd:C00141
Biosynthesis of secondary metabolites,rn:R01214,cpd:C00183,cpd:C00141
Biosynthesis of secondary metabolites,rn:R03968,cpd:C02504,cpd:C02631
Biosynthesis of secondary metabolites,rn:R04001,cpd:C04411,cpd:C02631
Biosynthesis of secondary metabolites,rn:R04426,cpd:C04411,cpd:C04236
Biosynthesis of secondary metabolites,rn:R01088,cpd:C00123,cpd:C00233
Biosynthesis of secondary metabolites,rn:R00220,cpd:C00065,cpd:C00022
Biosynthesis of secondary metabolites,rn:R00945,cpd:C00037,cpd:C00065
Biosynthesis of secondary metabolites,rn:R00751,cpd:C00188,cpd:C00037
Biosynthesis of secondary metabolites,rn:R00996,cpd:C00188,cpd:C00109
Biosynthesis of secondary metabolites,rn:R08648,cpd:C00109,cpd:C06006
Biosynthesis of secondary metabolites,rn:R05069,cpd:C06006,cpd:C14463
Biosynthesis of secondary metabolites,rn:R05068,cpd:C06007,cpd:C14463
Biosynthesis of secondary metabolites,rn:R05070,cpd:C06007,cpd:C00671
Biosynthesis of secondary metabolites,rn:R02196,cpd:C00407,cpd:C00671
Biosynthesis of secondary metabolites,rn:R00177,cpd:C00019,cpd:C00073
Biosynthesis of secondary metabolites,rn:R06447,cpd:C00448,cpd:C04574
Biosynthesis of secondary metabolites,rn:R01071,cpd:C02739,cpd:C00119
Biosynthesis of secondary metabolites,rn:R04035,cpd:C02739,cpd:C02741
Biosynthesis of secondary metabolites,rn:R04037,cpd:C02741,cpd:C04896
Biosynthesis of secondary metabolites,rn:R04640,cpd:C04896,cpd:C04916
Biosynthesis of secondary metabolites,rn:R04558,cpd:C04916,cpd:C04666
Biosynthesis of secondary metabolites,rn:R03457,cpd:C04666,cpd:C01267
Biosynthesis of secondary metabolites,rn:R03243,cpd:C01100,cpd:C01267
Biosynthesis of secondary metabolites,rn:R03013,cpd:C01100,cpd:C00860
Biosynthesis of secondary metabolites,rn:R03012,cpd:C00860,cpd:C01929
Biosynthesis of secondary metabolites,rn:R01163,cpd:C01929,cpd:C00135
Biosynthesis of secondary metabolites,rn:R00742,cpd:C00024,cpd:C00083
Biosynthesis of secondary metabolites,rn:R01213,cpd:C02504,"cpd:C00141, cpd:C00024"
Biosynthesis of secondary metabolites,rn:R04364,cpd:C03972,cpd:C05539
Biosynthesis of secondary metabolites,rn:R04467,cpd:C04390,cpd:C05539
Biosynthesis of secondary metabolites,rn:R01334,cpd:C00988,cpd:C00160
Biosynthesis of secondary metabolites,rn:R01221,cpd:C00037,cpd:C00014
Biosynthesis of secondary metabolites,rn:R10147,cpd:C00441,cpd:C20258
Biosynthesis of secondary metabolites,rn:R02964,cpd:C00828,cpd:C05819
Biosynthesis of secondary metabolites,rn:R03816,cpd:C03313,cpd:C02059
Biosynthesis of secondary metabolites,rn:R03313,cpd:C01165,cpd:C03287
Biosynthesis of secondary metabolites,rn:R02003,"cpd:C00341, cpd:C00129",cpd:C00448
Biosynthesis of secondary metabolites,rn:R02061,"cpd:C00129, cpd:C00448",cpd:C00353
Biosynthesis of secondary metabolites,rn:R01658,"cpd:C00129, cpd:C00235",cpd:C00341
Biosynthesis of secondary metabolites,rn:R00842,cpd:C00093,cpd:C00111
Biosynthesis of secondary metabolites,rn:R01797,cpd:C00416,cpd:C00269
Biosynthesis of secondary metabolites,rn:R02239,cpd:C00641,cpd:C00416
Biosynthesis of secondary metabolites,rn:R01771,cpd:C00263,cpd:C01102
Biosynthesis of secondary metabolites,rn:R01466,cpd:C01102,cpd:C00188
Biosynthesis of secondary metabolites,rn:R00586,cpd:C00065,cpd:C00979
Biosynthesis of secondary metabolites,rn:R00897,cpd:C00979,cpd:C00097
Biosynthesis of secondary metabolites,rn:R00772,cpd:C00275,cpd:C00085
Biosynthesis of secondary metabolites,rn:R00885,cpd:C00636,cpd:C00096
Biosynthesis of secondary metabolites,rn:R07281,cpd:C00199,cpd:C15556
Biosynthesis of secondary metabolites,rn:R00425,cpd:C00044,cpd:C01304
Biosynthesis of secondary metabolites,rn:R03459,cpd:C01304,cpd:C01268
Biosynthesis of secondary metabolites,rn:R03458,cpd:C04454,cpd:C01268
Biosynthesis of secondary metabolites,rn:R04457,"cpd:C15556, cpd:C04732",cpd:C04332
Biosynthesis of secondary metabolites,rn:R00066,cpd:C04332,cpd:C00255
Biosynthesis of secondary metabolites,rn:R00549,cpd:C00255,cpd:C00061
Biosynthesis of secondary metabolites,rn:R00161,cpd:C00061,cpd:C00016
Biosynthesis of secondary metabolites,rn:R00948,cpd:C00103,cpd:C00498
Biosynthesis of secondary metabolites,rn:R02421,cpd:C00498,cpd:C00718
Biosynthesis of secondary metabolites,rn:R02110,cpd:C00718,cpd:C00369
Biosynthesis of secondary metabolites,rn:R02111,cpd:C00369,cpd:C00103
Biosynthesis of secondary metabolites,rn:R00851,cpd:C00093,cpd:C00681
Biosynthesis of secondary metabolites,rn:R02241,cpd:C00416,cpd:C00681
Biosynthesis of secondary metabolites,rn:R08639,cpd:C00103,cpd:C00092
Biosynthesis of secondary metabolites,rn:R00299,cpd:C00092,cpd:C00031
Biosynthesis of secondary metabolites,rn:R00771,cpd:C00092,cpd:C00085
Biosynthesis of secondary metabolites,rn:R00801,cpd:C00089,cpd:C00095
Biosynthesis of secondary metabolites,rn:R00287,cpd:C00029,cpd:C00103
Biosynthesis of secondary metabolites,rn:R02112,cpd:C00369,"cpd:C00721, cpd:C00208"
Biosynthesis of secondary metabolites,rn:R11262,cpd:C01935,cpd:C00208
Biosynthesis of secondary metabolites,rn:R02328,cpd:C00103,cpd:C00842
Biosynthesis of secondary metabolites,rn:R06513,cpd:C00842,cpd:C11907
Biosynthesis of secondary metabolites,rn:R06514,cpd:C11907,cpd:C00688
Biosynthesis of secondary metabolites,rn:R02777,cpd:C03319,cpd:C00688
Biosynthesis of secondary metabolites,rn:R06590,cpd:C12214,cpd:C12215
Biosynthesis of secondary metabolites,rn:R11671,cpd:C00083,cpd:C05223
Biosynthesis of secondary metabolites,rn:R12049,cpd:C02247,cpd:C21873
Biosynthesis of secondary metabolites,rn:R00239,cpd:C00025,cpd:C03287
Biosynthesis of secondary metabolites,rn:R00529,cpd:C00059,cpd:C00224
Biosynthesis of secondary metabolites,rn:R01513,cpd:C00197,cpd:C03232
Biosynthesis of secondary metabolites,rn:R01933,cpd:C00322,cpd:C00527
Biosynthesis of secondary metabolites,rn:R01171,cpd:C00136,cpd:C00877
Biosynthesis of secondary metabolites,rn:R00691,cpd:C00826,cpd:C00079
Biosynthesis of secondary metabolites,rn:R02946,cpd:C03044,cpd:C00810
Biosynthesis of secondary metabolites,rn:R10504,cpd:C20657,cpd:C01769
Biosynthesis of secondary metabolites,rn:R00566,cpd:C00062,cpd:C00179
Biosynthesis of secondary metabolites,rn:R00253,cpd:C00014,cpd:C00064
Biosynthesis of secondary metabolites,rn:R00575,cpd:C00064,cpd:C00169
Biosynthesis of secondary metabolites,rn:R01398,"cpd:C00077, cpd:C00169",cpd:C00327
Biosynthesis of secondary metabolites,rn:R01625,cpd:C03688,cpd:C00229
Biosynthesis of secondary metabolites,rn:R01626,"cpd:C00229, cpd:C00083",cpd:C01209
Biosynthesis of secondary metabolites,rn:R01157,cpd:C00179,cpd:C00134
Biosynthesis of secondary metabolites,rn:R01920,"cpd:C00134, cpd:C01137",cpd:C00315
Biosynthesis of secondary metabolites,rn:R00178,cpd:C00019,cpd:C01137
Biosynthesis of secondary metabolites,rn:R13291,cpd:C00179,cpd:C22886
Biosynthesis of secondary metabolites,rn:R13284,cpd:C22886,cpd:C20560
Microbial metabolism in diverse environments,rn:R01061,cpd:C00118,cpd:C00236
Microbial metabolism in diverse environments,rn:R01512,cpd:C00197,cpd:C00236
Microbial metabolism in diverse environments,rn:R01518,cpd:C00631,cpd:C00197
Microbial metabolism in diverse environments,rn:R00658,cpd:C00631,cpd:C00074
Microbial metabolism in diverse environments,rn:R00199,cpd:C00022,cpd:C00074
Microbial metabolism in diverse environments,rn:R00209,cpd:C00022,cpd:C00024
Microbial metabolism in diverse environments,rn:R00959,cpd:C00103,cpd:C00668
Microbial metabolism in diverse environments,rn:R13199,cpd:C00668,cpd:C00085
Microbial metabolism in diverse environments,rn:R00756,cpd:C00085,cpd:C00354
Microbial metabolism in diverse environments,rn:R01068,cpd:C00354,"cpd:C00118, cpd:C00111"
Microbial metabolism in diverse environments,rn:R01015,cpd:C00118,cpd:C00111
Microbial metabolism in diverse environments,rn:R00267,cpd:C00311,cpd:C00026
Microbial metabolism in diverse environments,rn:R08549,cpd:C00026,cpd:C00091
Microbial metabolism in diverse environments,rn:R01067,"cpd:C00118, cpd:C00085","cpd:C00279, cpd:C00231"
Microbial metabolism in diverse environments,rn:R01641,"cpd:C00118, cpd:C05382","cpd:C00117, cpd:C00231"
Microbial metabolism in diverse environments,rn:R01056,cpd:C00117,cpd:C00199
Microbial metabolism in diverse environments,rn:R01529,cpd:C00199,cpd:C00231
Microbial metabolism in diverse environments,rn:R01058,cpd:C00118,cpd:C00197
Microbial metabolism in diverse environments,rn:R01600,cpd:C00221,cpd:C01172
Microbial metabolism in diverse environments,rn:R02739,cpd:C00668,cpd:C01172
Microbial metabolism in diverse environments,rn:R01786,cpd:C00267,cpd:C00668
Microbial metabolism in diverse environments,rn:R00341,cpd:C00036,cpd:C00074
Microbial metabolism in diverse environments,rn:R00746,cpd:C00469,cpd:C00084
Microbial metabolism in diverse environments,rn:R00228,cpd:C00084,cpd:C00024
Microbial metabolism in diverse environments,rn:R05287,cpd:C06755,cpd:C00160
Microbial metabolism in diverse environments,rn:R01781,cpd:C01380,cpd:C00266
Microbial metabolism in diverse environments,rn:R05234,cpd:C06612,cpd:C16348
Microbial metabolism in diverse environments,rn:R05233,cpd:C06611,cpd:C06613
Microbial metabolism in diverse environments,rn:R06917,cpd:C14089,cpd:C14090
Microbial metabolism in diverse environments,rn:R01049,cpd:C00117,cpd:C00119
Microbial metabolism in diverse environments,rn:R00945,cpd:C00037,cpd:C00065
Microbial metabolism in diverse environments,rn:R01224,cpd:C00440,cpd:C00143
Microbial metabolism in diverse environments,rn:R09099,cpd:C00065,cpd:C04377
Microbial metabolism in diverse environments,rn:R01513,cpd:C00197,cpd:C03232
Microbial metabolism in diverse environments,rn:R00315,cpd:C00033,cpd:C00227
Microbial metabolism in diverse environments,rn:R00230,cpd:C00024,cpd:C00227
Microbial metabolism in diverse environments,rn:R06927,cpd:C02909,cpd:C14099
Microbial metabolism in diverse environments,rn:R00586,cpd:C00065,cpd:C00979
Microbial metabolism in diverse environments,rn:R00897,"cpd:C00283, cpd:C00979","cpd:C00033, cpd:C00097"
Microbial metabolism in diverse environments,rn:R00858,cpd:C00283,cpd:C00094
Microbial metabolism in diverse environments,rn:R05717,cpd:C00094,cpd:C00224
Microbial metabolism in diverse environments,rn:R00529,cpd:C00059,cpd:C00224
Microbial metabolism in diverse environments,rn:R00508,cpd:C00053,cpd:C00224
Microbial metabolism in diverse environments,rn:R00253,cpd:C00014,cpd:C00064
Microbial metabolism in diverse environments,rn:R00751,cpd:C00188,cpd:C00037
Microbial metabolism in diverse environments,rn:R01466,cpd:C01102,cpd:C00188
Microbial metabolism in diverse environments,rn:R01771,cpd:C00263,cpd:C01102
Microbial metabolism in diverse environments,rn:R01773,cpd:C00263,cpd:C00441
Microbial metabolism in diverse environments,rn:R02291,cpd:C00441,cpd:C03082
Microbial metabolism in diverse environments,rn:R00480,cpd:C00049,cpd:C03082
Microbial metabolism in diverse environments,rn:R10147,cpd:C00441,cpd:C20258
Microbial metabolism in diverse environments,rn:R04198,cpd:C03972,cpd:C20258
Microbial metabolism in diverse environments,rn:R04475,cpd:C04421,cpd:C04462
Microbial metabolism in diverse environments,rn:R02735,cpd:C00666,cpd:C00680
Microbial metabolism in diverse environments,rn:R00451,cpd:C00680,cpd:C00047
Microbial metabolism in diverse environments,rn:R01829,cpd:C00447,"cpd:C00279, cpd:C00111"
Microbial metabolism in diverse environments,rn:R00345,cpd:C00036,"cpd:C00011, cpd:C00074"
Microbial metabolism in diverse environments,rn:R00742,cpd:C00024,cpd:C00083
Microbial metabolism in diverse environments,rn:R00943,"cpd:C00101, cpd:C00058",cpd:C00234
Microbial metabolism in diverse environments,rn:R01220,cpd:C00143,cpd:C00445
Microbial metabolism in diverse environments,rn:R01655,cpd:C00445,cpd:C00234
Microbial metabolism in diverse environments,rn:R01196,"cpd:C00011, cpd:C00024",cpd:C00022
Microbial metabolism in diverse environments,rn:R09953,cpd:C06153,cpd:C00691
Microbial metabolism in diverse environments,rn:R07671,cpd:C00072,cpd:C16186
Microbial metabolism in diverse environments,rn:R09030,cpd:C02962,cpd:C18096
Microbial metabolism in diverse environments,rn:R00704,cpd:C00256,cpd:C00022
Microbial metabolism in diverse environments,rn:R02568,cpd:C01094,cpd:C00111
Microbial metabolism in diverse environments,rn:R00866,cpd:C00095,cpd:C01094
Microbial metabolism in diverse environments,rn:R01171,cpd:C00136,cpd:C00877
Microbial metabolism in diverse environments,rn:R01172,cpd:C01412,cpd:C00136
Microbial metabolism in diverse environments,rn:R05578,cpd:C00025,cpd:C02987
Microbial metabolism in diverse environments,rn:R04109,cpd:C02987,cpd:C03741
Microbial metabolism in diverse environments,rn:R02272,cpd:C03741,cpd:C00430
Microbial metabolism in diverse environments,rn:R00036,cpd:C00430,cpd:C00931
Microbial metabolism in diverse environments,rn:R00084,cpd:C00931,cpd:C01024
Microbial metabolism in diverse environments,rn:R03165,cpd:C01024,cpd:C01051
Microbial metabolism in diverse environments,rn:R03194,cpd:C01051,cpd:C02463
Microbial metabolism in diverse environments,rn:R11074,cpd:C00186,cpd:C00149
Microbial metabolism in diverse environments,rn:R00243,cpd:C00025,cpd:C00026
Microbial metabolism in diverse environments,rn:R00460,cpd:C00047,cpd:C00739
Carbon metabolism,rn:R01518,cpd:C00631,cpd:C00197
Carbon metabolism,rn:R01512,cpd:C00197,cpd:C00236
Carbon metabolism,rn:R01061,cpd:C00118,cpd:C00236
Carbon metabolism,rn:R01068,cpd:C00354,"cpd:C00118, cpd:C00111"
Carbon metabolism,rn:R01067,"cpd:C00118, cpd:C00085","cpd:C00231, cpd:C00279"
Carbon metabolism,rn:R01829,"cpd:C00111, cpd:C00279",cpd:C00447
Carbon metabolism,rn:R01641,"cpd:C00118, cpd:C05382","cpd:C00231, cpd:C00117"
Carbon metabolism,rn:R01529,cpd:C00199,cpd:C00231
Carbon metabolism,rn:R00756,cpd:C00085,cpd:C00354
Carbon metabolism,rn:R01786,cpd:C00267 cpd:C00221,cpd:C00668 cpd:C01172
Carbon metabolism,rn:R13199,cpd:C00668 cpd:C01172,cpd:C00085
Carbon metabolism,rn:R01056,cpd:C00117,cpd:C00199
Carbon metabolism,rn:R01015,cpd:C00118,cpd:C00111
Carbon metabolism,rn:R00658,cpd:C00631,cpd:C00074
Carbon metabolism,rn:R00200,cpd:C00074,cpd:C00022
Carbon metabolism,rn:R00209,cpd:C00022,cpd:C00024
Carbon metabolism,rn:R01196,cpd:C00024,cpd:C00022
Carbon metabolism,rn:R00345,cpd:C00074,cpd:C00036
Carbon metabolism,rn:R00267,cpd:C00311,cpd:C00026
Carbon metabolism,rn:R00742,cpd:C00024,cpd:C00083
Carbon metabolism,rn:R01513,cpd:C00197,cpd:C03232
Carbon metabolism,rn:R00945,"cpd:C00037, cpd:C00143","cpd:C00065, cpd:C00101"
Carbon metabolism,rn:R00943,"cpd:C00101, cpd:C00058",cpd:C00234
Carbon metabolism,rn:R01655,cpd:C00234,cpd:C00445
Carbon metabolism,rn:R01220,cpd:C00445,cpd:C00143
Carbon metabolism,rn:R07168,cpd:C00143,cpd:C00440
Carbon metabolism,rn:R01049,cpd:C00117,cpd:C00119
Carbon metabolism,rn:R00220,cpd:C00065,"cpd:C00014, cpd:C00022"
Carbon metabolism,rn:R00586,cpd:C00065,cpd:C00979
Carbon metabolism,rn:R00897,"cpd:C00979, cpd:C00283",cpd:C00097
Carbon metabolism,rn:R08549,cpd:C00026,cpd:C00091
Carbon metabolism,rn:R01171,cpd:C00877,cpd:C00136
Carbon metabolism,rn:R00341,cpd:C00036,cpd:C00074
Carbon metabolism,rn:R00230,cpd:C00024,cpd:C00227
Carbon metabolism,rn:R00315,cpd:C00033,cpd:C00227
Carbon metabolism,rn:R07159,cpd:C00118,cpd:C00197
2-Oxocarboxylic acid metabolism,rn:R00355,cpd:C00026,cpd:C00025
2-Oxocarboxylic acid metabolism,rn:R00480,cpd:C00049,cpd:C03082
2-Oxocarboxylic acid metabolism,rn:R00259,cpd:C00025,cpd:C00624
2-Oxocarboxylic acid metabolism,rn:R00709,cpd:C00311,cpd:C00026
2-Oxocarboxylic acid metabolism,rn:R02291,cpd:C03082,cpd:C00441
2-Oxocarboxylic acid metabolism,rn:R02649,cpd:C00624,cpd:C04133
2-Oxocarboxylic acid metabolism,rn:R03443,cpd:C04133,cpd:C01250
2-Oxocarboxylic acid metabolism,rn:R02283,cpd:C01250,cpd:C00437
2-Oxocarboxylic acid metabolism,rn:R00669,cpd:C00437,cpd:C00077
2-Oxocarboxylic acid metabolism,rn:R00994,cpd:C06032,cpd:C00109
2-Oxocarboxylic acid metabolism,rn:R03898,cpd:C02226,cpd:C06032
2-Oxocarboxylic acid metabolism,rn:R03896,cpd:C02612,cpd:C02226
2-Oxocarboxylic acid metabolism,rn:R00226,cpd:C00022,cpd:C06010
2-Oxocarboxylic acid metabolism,rn:R05071,cpd:C06010,cpd:C04181
2-Oxocarboxylic acid metabolism,rn:R04440,cpd:C04181,cpd:C04272
2-Oxocarboxylic acid metabolism,rn:R04441,cpd:C04272,cpd:C00141
2-Oxocarboxylic acid metabolism,rn:R01214,cpd:C00141,cpd:C00183
2-Oxocarboxylic acid metabolism,rn:R10052,cpd:C04411,cpd:C00233
2-Oxocarboxylic acid metabolism,rn:R04001,cpd:C02631,cpd:C04411
2-Oxocarboxylic acid metabolism,rn:R03968,cpd:C02504,cpd:C02631
2-Oxocarboxylic acid metabolism,rn:R01213,cpd:C00141,cpd:C02504
2-Oxocarboxylic acid metabolism,rn:R01090,cpd:C00233,cpd:C00123
2-Oxocarboxylic acid metabolism,rn:R02199,cpd:C00671,cpd:C00407
2-Oxocarboxylic acid metabolism,rn:R05070,cpd:C06007,cpd:C00671
2-Oxocarboxylic acid metabolism,rn:R05068,cpd:C14463,cpd:C06007
2-Oxocarboxylic acid metabolism,rn:R05069,cpd:C06006,cpd:C14463
2-Oxocarboxylic acid metabolism,rn:R08648,cpd:C00109,cpd:C06006
2-Oxocarboxylic acid metabolism,rn:R08620,cpd:C17210,cpd:C17212
2-Oxocarboxylic acid metabolism,rn:R08628,cpd:C17218,cpd:C17219
2-Oxocarboxylic acid metabolism,rn:R08634,cpd:C17222,cpd:C17223
2-Oxocarboxylic acid metabolism,rn:R08641,cpd:C17226,cpd:C17227
2-Oxocarboxylic acid metabolism,rn:R08645,cpd:C17230,cpd:C17231
2-Oxocarboxylic acid metabolism,rn:R04426,cpd:C04411,cpd:C04236
2-Oxocarboxylic acid metabolism,rn:R01652,cpd:C04236,cpd:C00233
2-Oxocarboxylic acid metabolism,rn:R08624,cpd:C17214,cpd:C17215
2-Oxocarboxylic acid metabolism,rn:R10170,cpd:C02504,cpd:C04411
2-Oxocarboxylic acid metabolism,rn:R08549,cpd:C00026,cpd:C00091
2-Oxocarboxylic acid metabolism,rn:R01933,cpd:C00322,cpd:C00527
2-Oxocarboxylic acid metabolism,rn:R01651,cpd:C00233,cpd:C02939
2-Oxocarboxylic acid metabolism,rn:R01210,cpd:C00141,cpd:C00630
2-Oxocarboxylic acid metabolism,rn:R00209,cpd:C00022,cpd:C00024
2-Oxocarboxylic acid metabolism,rn:R03171,cpd:C00671,cpd:C15980
2-Oxocarboxylic acid metabolism,rn:R10991,cpd:C00109,cpd:C02356
Fatty acid metabolism,rn:R04355,"cpd:C03939, cpd:C01209",cpd:C05744
Fatty acid metabolism,rn:R04533,cpd:C05744,cpd:C04618
Fatty acid metabolism,rn:R04428,cpd:C04618,cpd:C04246
Fatty acid metabolism,rn:R04429,cpd:C04246,cpd:C05745
